payload,length,attack_type,label
df -h$(rm -rf /tmp/test$($HOME,30,cmdi,anom
id||rm -rf /tmp/test||$HOME||df -h,34,cmdi,anom
ls2>&1rm -rf /tmp/test,22,cmdi,anom
ls&>rm -rf /tmp/test,20,cmdi,anom
ls$(rm -rf /tmp/test$(uname -a,30,cmdi,anom
df -h2>&1rm -rf /tmp/test2>&1$HOME2>&1ls,40,cmdi,anom
ls2>&1rm -rf /tmp/test2>&1$HOME2>&1ls,37,cmdi,anom
df -h|rm -rf /tmp/test|$PATH,28,cmdi,anom
id&>rm -rf /tmp/test&>$SHELL&>cat /etc/passwd,45,cmdi,anom
id<rm -rf /tmp/test<export PATH=/malicious/path,47,cmdi,anom
ps aux&>rm -rf /tmp/test&>$SHELL&>ps aux,40,cmdi,anom
uname -a&&rm -rf /tmp/test&&$PATH&&whoami,41,cmdi,anom
df -h$(rm -rf /tmp/test$(export PATH=/malicious/path$(whoami,60,cmdi,anom
id>rm -rf /tmp/test>$HOME>df -h,31,cmdi,anom
ps aux`rm -rf /tmp/test`$HOME,29,cmdi,anom
whoami&>rm -rf /tmp/test&>export PATH=/malicious/path,53,cmdi,anom
cat /etc/passwd<rm -rf /tmp/test<$USER,38,cmdi,anom
df -h>rm -rf /tmp/test,22,cmdi,anom
whoami||rm -rf /tmp/test||export PATH=/malicious/path||cat /etc/passwd,70,cmdi,anom
df -h>rm -rf /tmp/test>cat /etc/passwd,38,cmdi,anom
whoami>rm -rf /tmp/test>$USER,29,cmdi,anom
uname -a$(rm -rf /tmp/test$($SHELL$(ps aux,42,cmdi,anom
uname -a&>rm -rf /tmp/test&>export PATH=/malicious/path&>id,59,cmdi,anom
whoami&&rm -rf /tmp/test&&export PATH=/malicious/path&&ps aux,61,cmdi,anom
ps aux>rm -rf /tmp/test>id,26,cmdi,anom
ps aux2>&1rm -rf /tmp/test2>&1$PATH,35,cmdi,anom
id|rm -rf /tmp/test|$USER|uname -a,34,cmdi,anom
uname -a>rm -rf /tmp/test>$PATH,31,cmdi,anom
whoami|rm -rf /tmp/test|$HOME,29,cmdi,anom
cat /etc/passwd<rm -rf /tmp/test<export PATH=/malicious/path<df -h,66,cmdi,anom
uname -a;rm -rf /tmp/test;$PATH,31,cmdi,anom
df -h&&rm -rf /tmp/test&&APPHOME=/tmp/malicious,47,cmdi,anom
df -h&&rm -rf /tmp/test&&$HOME,30,cmdi,anom
ls2>&1rm -rf /tmp/test2>&1export PATH=/malicious/path,53,cmdi,anom
whoami`rm -rf /tmp/test`uname -a,32,cmdi,anom
ps aux<rm -rf /tmp/test<APPHOME=/tmp/malicious,46,cmdi,anom
whoami||rm -rf /tmp/test||$USER||uname -a,41,cmdi,anom
df -h2>&1rm -rf /tmp/test2>&1APPHOME=/tmp/malicious,51,cmdi,anom
cat /etc/passwd2>&1rm -rf /tmp/test2>&1$HOME,44,cmdi,anom
id2>&1rm -rf /tmp/test2>&1APPHOME=/tmp/malicious2>&1whoami,58,cmdi,anom
cat /etc/passwd;rm -rf /tmp/test;$SHELL;cat /etc/passwd,55,cmdi,anom
id$(rm -rf /tmp/test$($PATH,27,cmdi,anom
cat /etc/passwd$(rm -rf /tmp/test$(whoami,41,cmdi,anom
ps aux<rm -rf /tmp/test<export PATH=/malicious/path<ps aux,58,cmdi,anom
uname -a>rm -rf /tmp/test>df -h,31,cmdi,anom
id&&rm -rf /tmp/test&&export PATH=/malicious/path&&id,53,cmdi,anom
ls&>rm -rf /tmp/test,20,cmdi,anom
ls|rm -rf /tmp/test,19,cmdi,anom
whoami2>&1rm -rf /tmp/test2>&1$PATH2>&1cat /etc/passwd,54,cmdi,anom
ps aux2>&1rm -rf /tmp/test2>&1$SHELL2>&1id,42,cmdi,anom
ls>rm -rf /tmp/test>export PATH=/malicious/path>df -h,53,cmdi,anom
cat /etc/passwd||rm -rf /tmp/test||$PWD,39,cmdi,anom
ps aux&>rm -rf /tmp/test&>export PATH=/malicious/path,53,cmdi,anom
ps aux||rm -rf /tmp/test||$HOME||ps aux,39,cmdi,anom
cat /etc/passwd>rm -rf /tmp/test>$HOME>ls,41,cmdi,anom
ps aux&&rm -rf /tmp/test,24,cmdi,anom
cat /etc/passwd2>&1rm -rf /tmp/test,35,cmdi,anom
cat /etc/passwd&&rm -rf /tmp/test&&export PATH=/malicious/path,62,cmdi,anom
cat /etc/passwd|rm -rf /tmp/test|$HOME,38,cmdi,anom
ls&>rm -rf /tmp/test&>$PATH,27,cmdi,anom
whoami2>&1rm -rf /tmp/test2>&1$HOME,35,cmdi,anom
ls;rm -rf /tmp/test;$SHELL;cat /etc/passwd,42,cmdi,anom
uname -a|rm -rf /tmp/test|$HOME,31,cmdi,anom
whoami>rm -rf /tmp/test>$PWD,28,cmdi,anom
df -h&>rm -rf /tmp/test&>$SHELL&>cat /etc/passwd,48,cmdi,anom
ps aux&&rm -rf /tmp/test&&$PWD,30,cmdi,anom
whoami`rm -rf /tmp/test`$SHELL`ps aux,37,cmdi,anom
df -h&&rm -rf /tmp/test&&$HOME,30,cmdi,anom
cat /etc/passwd&>rm -rf /tmp/test&>$PATH&>ps aux,48,cmdi,anom
ls>rm -rf /tmp/test>$USER>whoami,32,cmdi,anom
ls<rm -rf /tmp/test<df -h,25,cmdi,anom
whoami`rm -rf /tmp/test,23,cmdi,anom
df -h$(rm -rf /tmp/test$(uname -a,33,cmdi,anom
id&&rm -rf /tmp/test&&$SHELL&&ps aux,36,cmdi,anom
ls2>&1rm -rf /tmp/test,22,cmdi,anom
cat /etc/passwd>rm -rf /tmp/test>$USER,38,cmdi,anom
id<rm -rf /tmp/test<$USER,25,cmdi,anom
ls&&rm -rf /tmp/test&&APPHOME=/tmp/malicious,44,cmdi,anom
uname -a&&rm -rf /tmp/test&&$SHELL&&cat /etc/passwd,51,cmdi,anom
cat /etc/passwd;rm -rf /tmp/test;$PWD;whoami,44,cmdi,anom
ls;rm -rf /tmp/test,19,cmdi,anom
df -h||rm -rf /tmp/test||export PATH=/malicious/path,52,cmdi,anom
whoami|rm -rf /tmp/test|cat /etc/passwd,39,cmdi,anom
ps aux||rm -rf /tmp/test||$PATH||id,35,cmdi,anom
id&>rm -rf /tmp/test&>$USER&>df -h,34,cmdi,anom
ps aux||rm -rf /tmp/test||export PATH=/malicious/path,53,cmdi,anom
uname -a&>rm -rf /tmp/test&>id,30,cmdi,anom
id$(rm -rf /tmp/test$($PWD,26,cmdi,anom
df -h|rm -rf /tmp/test|export PATH=/malicious/path,50,cmdi,anom
df -h2>&1rm -rf /tmp/test2>&1$SHELL2>&1ps aux,45,cmdi,anom
uname -a&>rm -rf /tmp/test&>export PATH=/malicious/path&>cat /etc/passwd,72,cmdi,anom
cat /etc/passwd||rm -rf /tmp/test,33,cmdi,anom
cat /etc/passwd||rm -rf /tmp/test||export PATH=/malicious/path,62,cmdi,anom
ps aux<rm -rf /tmp/test<$USER<df -h,35,cmdi,anom
ls$(rm -rf /tmp/test$($USER$(ls,31,cmdi,anom
df -h`rm -rf /tmp/test`$SHELL`uname -a,38,cmdi,anom
whoami||rm -rf /tmp/test||ps aux,32,cmdi,anom
ls||rm -rf /tmp/test||$USER,27,cmdi,anom
id>rm -rf /tmp/test>$PWD,24,cmdi,anom
id&&rm -rf /tmp/test&&$PWD&&cat /etc/passwd,43,cmdi,anom
uname -a&&rm -rf /tmp/test&&$USER,33,cmdi,anom
cat /etc/passwd<rm -rf /tmp/test<export PATH=/malicious/path<df -h,66,cmdi,anom
whoami`rm -rf /tmp/test,23,cmdi,anom
df -h||rm -rf /tmp/test||APPHOME=/tmp/malicious,47,cmdi,anom
cat /etc/passwd2>&1rm -rf /tmp/test2>&1cat /etc/passwd,54,cmdi,anom
cat /etc/passwd||rm -rf /tmp/test||APPHOME=/tmp/malicious,57,cmdi,anom
df -h&&rm -rf /tmp/test&&ps aux,31,cmdi,anom
whoami&>rm -rf /tmp/test&>whoami,32,cmdi,anom
id|rm -rf /tmp/test|cat /etc/passwd,35,cmdi,anom
id2>&1rm -rf /tmp/test2>&1$SHELL2>&1df -h,41,cmdi,anom
df -h;rm -rf /tmp/test,22,cmdi,anom
whoami<rm -rf /tmp/test<$PWD<df -h,34,cmdi,anom
uname -a$(rm -rf /tmp/test,26,cmdi,anom
whoami&>rm -rf /tmp/test&>$PWD&>ps aux,38,cmdi,anom
uname -a&&rm -rf /tmp/test&&export PATH=/malicious/path&&ps aux,63,cmdi,anom
ps aux2>&1rm -rf /tmp/test2>&1$HOME,35,cmdi,anom
ps aux2>&1rm -rf /tmp/test2>&1APPHOME=/tmp/malicious2>&1ls,58,cmdi,anom
id2>&1rm -rf /tmp/test,22,cmdi,anom
df -h;rm -rf /tmp/test;export PATH=/malicious/path;id,53,cmdi,anom
ls&>rm -rf /tmp/test&>export PATH=/malicious/path,49,cmdi,anom
ps aux||rm -rf /tmp/test||APPHOME=/tmp/malicious||ls,52,cmdi,anom
ls|rm -rf /tmp/test|$PWD,24,cmdi,anom
whoami||rm -rf /tmp/test,24,cmdi,anom
id>rm -rf /tmp/test>APPHOME=/tmp/malicious,42,cmdi,anom
cat /etc/passwd&&rm -rf /tmp/test&&df -h,40,cmdi,anom
cat /etc/passwd||rm -rf /tmp/test,33,cmdi,anom
id$(rm -rf /tmp/test$($PATH,27,cmdi,anom
whoami||rm -rf /tmp/test||APPHOME=/tmp/malicious||ls,52,cmdi,anom
uname -a$(rm -rf /tmp/test$(export PATH=/malicious/path,55,cmdi,anom
cat /etc/passwd||rm -rf /tmp/test||$USER,40,cmdi,anom
id`rm -rf /tmp/test`$USER`uname -a,34,cmdi,anom
id`rm -rf /tmp/test`$PATH`id,28,cmdi,anom
id&>rm -rf /tmp/test&>$USER&>id,31,cmdi,anom
cat /etc/passwd&&rm -rf /tmp/test&&$USER&&df -h,47,cmdi,anom
id|rm -rf /tmp/test|$USER,25,cmdi,anom
whoami||rm -rf /tmp/test||$PWD,30,cmdi,anom
cat /etc/passwd&&rm -rf /tmp/test&&ps aux,41,cmdi,anom
ps aux;rm -rf /tmp/test;export PATH=/malicious/path;cat /etc/passwd,67,cmdi,anom
whoami&>rm -rf /tmp/test&>$SHELL,32,cmdi,anom
ps aux||rm -rf /tmp/test||$SHELL,32,cmdi,anom
uname -a$(rm -rf /tmp/test,26,cmdi,anom
uname -a&>rm -rf /tmp/test&>id,30,cmdi,anom
cat /etc/passwd&>rm -rf /tmp/test&>export PATH=/malicious/path,62,cmdi,anom
cat /etc/passwd;rm -rf /tmp/test,32,cmdi,anom
cat /etc/passwd|rm -rf /tmp/test|whoami,39,cmdi,anom
whoami&>rm -rf /tmp/test&>$HOME,31,cmdi,anom
df -h||rm -rf /tmp/test||$HOME||uname -a,40,cmdi,anom
ps aux`rm -rf /tmp/test`export PATH=/malicious/path`uname -a,60,cmdi,anom
whoami$(rm -rf /tmp/test,24,cmdi,anom
ls<rm -rf /tmp/test<$SHELL<cat /etc/passwd,42,cmdi,anom
whoami;rm -rf /tmp/test,23,cmdi,anom
ls;rm -rf /tmp/test,19,cmdi,anom
id;rm -rf /tmp/test;$USER;cat /etc/passwd,41,cmdi,anom
df -h`rm -rf /tmp/test`$PWD,27,cmdi,anom
ls$(rm -rf /tmp/test$($USER,27,cmdi,anom
